2007-08-04,18:58:41,68321.1000000000,5.32898,
2007-08-04,18:58:41,68321.6000000000,5.33508,
2007-08-04,18:58:42,68322.1000000000,5.33203,
2007-08-04,18:58:42,68322.6000000000,5.33203,
2007-08-04,18:58:43,68323.1000000000,5.33051,
2007-08-04,18:58:43,68323.6000000000,5.33051,
2007-08-04,18:58:44,68324.1000000000,5.32898,
2007-08-04,18:58:44,68324.6000000000,5.33203,
2007-08-04,18:58:45,68325.1000000000,5.33203,
2007-08-04,18:58:45,68325.6000000000,5.32898,
2007-08-04,18:58:46,68326.1000000000,5.33356,
2007-08-04,18:58:46,68326.6000000000,5.33203,
2007-08-04,18:58:47,68327.1000000000,5.33051,
2007-08-04,18:58:47,68327.6000000000,5.33203,
2007-08-04,18:58:48,68328.1000000000,5.33356,
2007-08-04,18:58:48,68328.6000000000,5.33356,
2007-08-04,18:58:49,68329.1000000000,5.32593,
2007-08-04,18:58:49,68329.6000000000,5.33508,
2007-08-04,18:58:50,68330.1000000000,5.32508,
2007-08-04,18:58:50,68330.6000000000,5.33661,
2007-08-04,18:58:51,68331.1000000000,5.33203,
2007-08-04,18:58:51,68331.6000000000,5.33051,
2007-08-04,18:58:52,68332.1000000000,5.33051,
2007-08-04,18:58:52,68332.6000000000,5.33051,
2007-08-04,18:58:53,68333.1000000000,5.32898,
2007-08-04,18:58:53,68333.6000000000,5.32898,
2007-08-04,18:58:54,68334.1000000000,5.33203,
2007-08-04,18:58:54,68334.6000000000,5.32898,
2007-08-04,18:58:55,68335.1000000000,5.33508,
2007-08-04,18:58:55,68335.6000000000,5.32745,
2007-08-04,18:58:56,68336.1000000000,5.32593,
2007-08-04,18:58:56,68336.6000000000,5.33508,
2007-08-04,18:58:57,68337.1000000000,5.32745,
2007-08-04,18:58:57,68337.6000000000,5.32898,
2007-08-04,18:58:58,68338.1000000000,5.33203,
2007-08-04,18:58:58,68338.6000000000,5.33051,
2007-08-04,18:58:59,68339.1000000000,5.32593,
2007-08-04,18:58:59,68339.6000000000,5.32745,
2007-08-04,18:59:00,68340.1000000000,5.33203,
2007-08-04,18:59:00,68340.6000000000,5.33051,
2007-08-04,18:59:01,68341.1000000000,5.33661,
2007-08-04,18:59:01,68341.6000000000,5.32898,
2007-08-04,18:59:02,68342.1000000000,5.33051,
2007-08-04,18:59:02,68342.6000000000,5.32898,
2007-08-04,18:59:03,68343.1000000000,5.33508,
2007-08-04,18:59:03,68343.6000000000,5.33508,
2007-08-04,18:59:04,68344.1000000000,5.32898,
2007-08-04,18:59:04,68344.6000000000,5.32593,
2007-08-04,18:59:05,68345.1000000000,5.32898,
2007-08-04,18:59:05,68345.6000000000,5.33203,
2007-08-04,18:59:06,68346.1000000000,5.32898,
2007-08-04,18:59:06,68346.6000000000,5.33051,
2007-08-04,18:59:07,68347.1000000000,5.33203,
2007-08-04,18:59:07,68347.6000000000,5.32898,
2007-08-04,18:59:08,68348.1000000000,5.32745,
2007-08-04,18:59:08,68348.6000000000,5.33203,
2007-08-04,18:59:09,68349.1000000000,5.33203,
2007-08-04,18:59:09,68349.6000000000,5.32898,
2007-08-04,18:59:10,68350.1000000000,5.33356,
2007-08-04,18:59:10,68350.6000000000,5.33508,
2007-08-04,18:59:11,68351.1000000000,5.33508,
2007-08-04,18:59:11,68351.6000000000,5.32508,
2007-08-04,18:59:12,68352.1000000000,5.32745,
2007-08-04,18:59:12,68352.6000000000,5.33051,
2007-08-04,18:59:13,68353.1000000000,5.32745,
2007-08-04,18:59:13,68353.6000000000,5.33051,
2007-08-04,18:59:14,68354.1000000000,5.33051,
2007-08-04,18:59:14,68354.6000000000,5.33203,
2007-08-04,18:59:15,68355.1000000000,5.33051,
2007-08-04,18:59:15,68355.6000000000,5.33051,
2007-08-04,18:59:16,68356.1000000000,5.33508,
2007-08-04,18:59:16,68356.6000000000,5.33051,
2007-08-04,18:59:17,68357.1000000000,5.32745,
2007-08-04,18:59:17,68357.6000000000,5.33508,
2007-08-04,18:59:18,68358.1000000000,5.32898,
2007-08-04,18:59:18,68358.6000000000,5.32898,
2007-08-04,18:59:19,68359.1000000000,5.33051,
2007-08-04,18:59:19,68359.6000000000,5.32745,
2007-08-04,18:59:20,68360.1000000000,5.32898,
2007-08-04,18:59:20,68360.6000000000,5.33051,
2007-08-04,18:59:21,68361.1000000000,5.32898,
2007-08-04,18:59:21,68361.6000000000,5.33051,
2007-08-04,18:59:22,68362.1000000000,5.33508,
2007-08-04,18:59:22,68362.6000000000,5.33051,
2007-08-04,18:59:23,68363.1000000000,5.32898,
2007-08-04,18:59:23,68363.6000000000,5.32898,
2007-08-04,18:59:24,68364.1000000000,5.33203,
2007-08-04,18:59:24,68364.6000000000,5.32898,
2007-08-04,18:59:25,68365.1000000000,5.31898,
2007-08-04,18:59:25,68365.6000000000,5.29898,
2007-08-04,18:59:26,68366.1000000000,5.33051,
2007-08-04,18:59:26,68366.6000000000,5.32898,
2007-08-04,18:59:27,68367.1000000000,5.31898,
2007-08-04,18:59:27,68367.6000000000,5.32898,
2007-08-04,18:59:28,68368.1000000000,5.33051,
2007-08-04,18:59:28,68368.6000000000,5.33203,
2007-08-04,18:59:29,68369.1000000000,5.33051,
2007-08-04,18:59:29,68369.6000000000,5.32898,
2007-08-04,18:59:30,68370.1000000000,5.33661,
2007-08-04,18:59:30,68370.6000000000,5.33051,
2007-08-04,18:59:31,68371.1000000000,5.33203,
2007-08-04,18:59:31,68371.6000000000,5.33051,
2007-08-04,18:59:32,68372.1000000000,5.32898,
2007-08-04,18:59:32,68372.6000000000,5.32898,
2007-08-04,18:59:33,68373.1000000000,5.32745,
2007-08-04,18:59:33,68373.6000000000,5.32898,
2007-08-04,18:59:34,68374.1000000000,5.32898,
2007-08-04,18:59:34,68374.6000000000,5.33356,
2007-08-04,18:59:35,68375.1000000000,5.33051,
2007-08-04,18:59:35,68375.6000000000,5.33508,
2007-08-04,18:59:36,68376.1000000000,5.32898,
2007-08-04,18:59:36,68376.6000000000,5.32898,
2007-08-04,18:59:37,68377.1000000000,5.33203,
2007-08-04,18:59:37,68377.6000000000,5.32898,
2007-08-04,18:59:38,68378.1000000000,5.33203,
2007-08-04,18:59:38,68378.6000000000,5.32898,
2007-08-04,18:59:39,68379.1000000000,5.32898,
2007-08-04,18:59:39,68379.6000000000,5.33508,
2007-08-04,18:59:40,68380.1000000000,5.33051,
2007-08-04,18:59:40,68380.6000000000,5.33051,
2007-08-04,18:59:41,68381.1000000000,5.33051,
2007-08-04,18:59:41,68381.6000000000,5.32898,
2007-08-04,18:59:42,68382.1000000000,5.33661,
2007-08-04,18:59:42,68382.6000000000,5.32661,
2007-08-04,18:59:43,68383.1000000000,5.33203,
2007-08-04,18:59:43,68383.6000000000,5.3244,
2007-08-04,18:59:44,68384.1000000000,5.33051,
2007-08-04,18:59:44,68384.6000000000,5.33051,
2007-08-04,18:59:45,68385.1000000000,5.32898,
2007-08-04,18:59:45,68385.6000000000,5.33661,
2007-08-04,18:59:46,68386.1000000000,5.32898,
2007-08-04,18:59:46,68386.6000000000,5.32898,
2007-08-04,18:59:47,68387.1000000000,5.33356,
2007-08-04,18:59:47,68387.6000000000,5.33508,
2007-08-04,18:59:48,68388.1000000000,5.32593,
2007-08-04,18:59:48,68388.6000000000,5.33203,
2007-08-04,18:59:49,68389.1000000000,5.33051,
2007-08-04,18:59:49,68389.6000000000,5.32745,
2007-08-04,18:59:50,68390.1000000000,5.32593,
2007-08-04,18:59:50,68390.6000000000,5.33051,
2007-08-04,18:59:51,68391.1000000000,5.33203,
2007-08-04,18:59:51,68391.6000000000,5.33356,
2007-08-04,18:59:52,68392.1000000000,5.32356,
2007-08-04,18:59:52,68392.6000000000,5.33051,
2007-08-04,18:59:53,68393.1000000000,5.33051,
2007-08-04,18:59:53,68393.6000000000,5.32898,
2007-08-04,18:59:54,68394.1000000000,5.32898,
2007-08-04,18:59:54,68394.6000000000,5.33203,
2007-08-04,18:59:55,68395.1000000000,5.32745,
2007-08-04,18:59:55,68395.6000000000,5.33051,
2007-08-04,18:59:56,68396.1000000000,5.32898,
2007-08-04,18:59:56,68396.6000000000,5.33508,
2007-08-04,18:59:57,68397.1000000000,5.32898,
2007-08-04,18:59:57,68397.6000000000,5.32593,
2007-08-04,18:59:58,68398.1000000000,5.33203,
2007-08-04,18:59:58,68398.6000000000,5.33051,
2007-08-04,18:59:59,68399.1000000000,5.33508,
2007-08-04,18:59:59,68399.6000000000,5.33508,
2007-08-04,19:00:00,68400.1000000000,5.33051,
2007-08-04,19:00:00,68400.6000000000,5.33051,
2007-08-04,19:00:01,68401.1000000000,5.33661,
2007-08-04,19:00:01,68401.6000000000,5.32661,
2007-08-04,19:00:02,68402.1000000000,5.32745,
2007-08-04,19:00:02,68402.6000000000,5.32593,
2007-08-04,19:00:03,68403.1000000000,5.32898,
2007-08-04,19:00:03,68403.6000000000,5.32898,
2007-08-04,19:00:04,68404.1000000000,5.31898,
2007-08-04,19:00:04,68404.6000000000,5.32745,
2007-08-04,19:00:05,68405.1000000000,5.33356,
2007-08-04,19:00:05,68405.6000000000,5.32356,
2007-08-04,19:00:06,68406.1000000000,5.33356,
2007-08-04,19:00:06,68406.6000000000,5.32898,
2007-08-04,19:00:07,68407.1000000000,5.32593,
2007-08-04,19:00:07,68407.6000000000,5.33508,
2007-08-04,19:00:08,68408.1000000000,5.32593,
2007-08-04,19:00:08,68408.6000000000,5.32898,
2007-08-04,19:00:09,68409.1000000000,5.33508,
2007-08-04,19:00:09,68409.6000000000,5.32508,
2007-08-04,19:00:10,68410.1000000000,5.30508,
2007-08-04,19:00:10,68410.6000000000,5.29022,
2007-08-04,19:00:11,68411.1000000000,5.29175,
2007-08-04,19:00:11,68411.6000000000,5.2887,
2007-08-04,19:00:12,68412.1000000000,5.28534,
2007-08-04,19:00:12,68412.6000000000,5.2887,
2007-08-04,19:00:13,68413.1000000000,5.28381,
2007-08-04,19:00:13,68413.6000000000,5.29175,
2007-08-04,19:00:14,68414.1000000000,5.28534,
2007-08-04,19:00:14,68414.6000000000,5.28534,
2007-08-04,19:00:15,68415.1000000000,5.29327,
2007-08-04,19:00:15,68415.6000000000,5.30327,
2007-08-04,19:00:16,68416.1000000000,5.32327,
2007-08-04,19:00:16,68416.6000000000,5.33203,
2007-08-04,19:00:17,68417.1000000000,5.33051,
2007-08-04,19:00:17,68417.6000000000,5.32898,
2007-08-04,19:00:18,68418.1000000000,5.32898,
2007-08-04,19:00:18,68418.6000000000,5.31898,
2007-08-04,19:00:19,68419.1000000000,5.33203,
2007-08-04,19:00:19,68419.6000000000,5.32203,
2007-08-04,19:00:20,68420.1000000000,5.32898,
2007-08-04,19:00:20,68420.6000000000,5.32745,
2007-08-04,19:00:21,68421.1000000000,5.33051,
2007-08-04,19:00:21,68421.6000000000,5.3244,
2007-08-04,19:00:22,68422.1000000000,5.32898,
2007-08-04,19:00:22,68422.6000000000,5.32898,
2007-08-04,19:00:23,68423.1000000000,5.33356,
2007-08-04,19:00:23,68423.6000000000,5.33203,
2007-08-04,19:00:24,68424.1000000000,5.32745,
2007-08-04,19:00:24,68424.6000000000,5.33203,
2007-08-04,19:00:25,68425.1000000000,5.33051,
2007-08-04,19:00:25,68425.6000000000,5.33051,
2007-08-04,19:00:26,68426.1000000000,5.33203,
2007-08-04,19:00:26,68426.6000000000,5.32203,
2007-08-04,19:00:27,68427.1000000000,5.33051,
2007-08-04,19:00:27,68427.6000000000,5.33508,
2007-08-04,19:00:28,68428.1000000000,5.32898,
2007-08-04,19:00:28,68428.6000000000,5.33203,
2007-08-04,19:00:29,68429.1000000000,5.32203,
2007-08-04,19:00:29,68429.6000000000,5.30203,
2007-08-04,19:00:30,68430.1000000000,5.29022,
2007-08-04,19:00:30,68430.6000000000,5.2887,
2007-08-04,19:00:31,68431.1000000000,5.2987,
2007-08-04,19:00:31,68431.6000000000,5.29633,
2007-08-04,19:00:32,68432.1000000000,5.2887,
2007-08-04,19:00:32,68432.6000000000,5.29022,
2007-08-04,19:00:33,68433.1000000000,5.30022,
2007-08-04,19:00:33,68433.6000000000,5.32022,
2007-08-04,19:00:34,68434.1000000000,5.33356,
2007-08-04,19:00:34,68434.6000000000,5.33051,
2007-08-04,19:00:35,68435.1000000000,5.32898,
2007-08-04,19:00:35,68435.6000000000,5.32898,
2007-08-04,19:00:36,68436.1000000000,5.31898,
2007-08-04,19:00:36,68436.6000000000,5.33051,
2007-08-04,19:00:37,68437.1000000000,5.32051,
2007-08-04,19:00:37,68437.6000000000,5.33051,
2007-08-04,19:00:38,68438.1000000000,5.32051,
2007-08-04,19:00:38,68438.6000000000,5.33051,
2007-08-04,19:00:39,68439.1000000000,5.33051,
2007-08-04,19:00:39,68439.6000000000,5.32898,
2007-08-04,19:00:40,68440.1000000000,5.33203,
2007-08-04,19:00:40,68440.6000000000,5.33051,
2007-08-04,19:00:41,68441.1000000000,5.33203,
2007-08-04,19:00:41,68441.6000000000,5.32898,
2007-08-04,19:00:42,68442.1000000000,5.32898,
2007-08-04,19:00:42,68442.6000000000,5.32898,
2007-08-04,19:00:43,68443.1000000000,5.32593,
2007-08-04,19:00:43,68443.6000000000,5.33051,
2007-08-04,19:00:44,68444.1000000000,5.33203,
2007-08-04,19:00:44,68444.6000000000,5.32898,
2007-08-04,19:00:45,68445.1000000000,5.32745,
2007-08-04,19:00:45,68445.6000000000,5.33051,
2007-08-04,19:00:46,68446.1000000000,5.33051,
2007-08-04,19:00:46,68446.6000000000,5.32898,
2007-08-04,19:00:47,68447.1000000000,5.32898,
2007-08-04,19:00:47,68447.6000000000,5.31898,
2007-08-04,19:00:48,68448.1000000000,5.33051,
2007-08-04,19:00:48,68448.6000000000,5.32593,
2007-08-04,19:00:49,68449.1000000000,5.31593,
2007-08-04,19:00:49,68449.6000000000,5.33203,
2007-08-04,19:00:50,68450.1000000000,5.32898,
2007-08-04,19:00:50,68450.6000000000,5.32898,
2007-08-04,19:00:51,68451.1000000000,5.31898,
2007-08-04,19:00:51,68451.6000000000,5.33661,
2007-08-04,19:00:52,68452.1000000000,5.33356,
2007-08-04,19:00:52,68452.6000000000,5.33203,
2007-08-04,19:00:53,68453.1000000000,5.33661,
2007-08-04,19:00:53,68453.6000000000,5.32661,
2007-08-04,19:00:54,68454.1000000000,5.33356,
2007-08-04,19:00:54,68454.6000000000,5.32898,
2007-08-04,19:00:55,68455.1000000000,5.33203,
2007-08-04,19:00:55,68455.6000000000,5.32257,
